UniqueID2	UniqueID	Batch123	CageID	ALL	Batch2	Batch1	Batch3	RQ_48hours	RQ_24hours_1	RQ_24hours_2	RQ_5h_Day1	RQ_12h_Night1	RQ_12h_Day2	RQ_12h_Night2	RQ_7h_Day3	kcal_hr_48hours	kcal_hr_24hours_1	kcal_hr_24hours_2	kcal_hr_5h_Day1	kcal_hr_12h_Night1	kcal_hr_12h_Day2	kcal_hr_12h_Night2	kcal_hr_7h_Day3	food_48hours	food_24hours_1	food_24hours_2	food_5h_Day1	food_12h_Night1	food_12h_Day2	food_12h_Night2	food_7h_Day3	water_48hours	water_24hours_1	water_24hours_2	water_5h_Day1	water_12h_Night1	water_12h_Day2	water_12h_Night2	water_7h_Day3	xbreak_48hours	xbreak_24hours_1	xbreak_24hours_2	xbreak_5h_Day1	xbreak_12h_Night1	xbreak_12h_Day2	xbreak_12h_Night2	xbreak_7h_Day3	ybreak_48hours	ybreak_24hours_1	ybreak_24hours_2	ybreak_5h_Day1	ybreak_12h_Night1	ybreak_12h_Day2	ybreak_12h_Night2	ybreak_7h_Day3	zbreak_48hours	zbreak_24hours_1	zbreak_24hours_2	zbreak_5h_Day1	zbreak_12h_Night1	zbreak_12h_Day2	zbreak_12h_Night2	zbreak_7h_Day3	ped_m_48hours	ped_m_24hours_1	ped_m_24hours_2	ped_m_5h_Day1	ped_m_12h_Night1	ped_m_12h_Day2	ped_m_12h_Night2	ped_m_7h_Day3	all_m_48hours	all_m_24hours_1	all_m_24hours_2	all_m_5h_Day1	all_m_12h_Night1	all_m_12h_Day2	all_m_12h_Night2	all_m_7h_Day3	UniqueID2	BW_3w	fat_3w	lean_3w	F.water_3w	T.water_3w	BW_4w	fat_4w	lean_4w	F.water_4w	T.water_4w	BW_5w	BW_6w	fat_6w	lean_6w	F.water_6w	T.water_6w	BW_7w	BW_8w	fat_8w	lean_8w	F.water_8w	T.water_8w	BW_8w_final	TBL	TL	EL	HFL	BL	BMI	Small_Int_mm	Small_Int_g	Cecum_mm	Cecum_g	Large_int_mm	Large_int_g	Fat_pad
TSU060	BR_donor	Donor_Batch1	1	BR_donor	NA	NA	NA	NA	0.8241455	NA	0.820631	NA	NA	NA	NA	NA	0.2153447	NA	0.2941521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9275352	NA	0.0529	NA	NA	NA	NA	NA	7132	NA	1767	NA	NA	NA	NA	NA	7408	NA	2058	NA	NA	NA	NA	NA	2076	NA	722	NA	NA	NA	NA	NA	33.51764	NA	10.12455	NA	NA	NA	NA	NA	49.24145	NA	14.41931	NA	NA	NA	NA	TSU060	8.59	0.41	8.16	0.01	7.51	12.1	1.42	10.55	0	9.37	NA	14.63	2.01	12.34	0.09	11.14	NA	15.01	1.84	12.83	0.23	11.4	13.08	174	87	13.9	19	87	0.00173	193	0.52	19	0.4	64	0.22	0.16
TSU061	BR_donor	Donor_Batch1	2	BR_donor	NA	NA	NA	NA	0.8338696	NA	0.7983539	NA	NA	NA	NA	NA	0.3118253	NA	0.3484783	NA	NA	NA	NA	NA	2.73844	NA	0.7729313	NA	NA	NA	NA	NA	2.295152	NA	0.6532577	NA	NA	NA	NA	NA	9526.934	NA	2800.133	NA	NA	NA	NA	NA	25912	NA	7199.267	NA	NA	NA	NA	NA	15385.47	NA	4017.067	NA	NA	NA	NA	NA	51.5299	NA	12.60826	NA	NA	NA	NA	NA	85.65205	NA	21.4793	NA	NA	NA	NA	TSU061	8.5	0.38	7.93	0.06	7.35	12.33	0.97	11.09	0	10.73	NA	16.01	1.86	13.15	0.17	12.28	NA	17.3	2.24	14.72	0.1	13.21	16.18	176	87	13.9	19	89	0.00204	250	0.67	22	0.4	70	0.37	0.21
TSU064	BR_donor	Donor_Batch1	7	BR_donor	NA	NA	NA	NA	0.7641487	NA	0.7419314	NA	NA	NA	NA	NA	0.308235	NA	0.3479163	NA	NA	NA	NA	NA	1.968343	NA	0.7135499	NA	NA	NA	NA	NA	2.260092	NA	0.5774871	NA	NA	NA	NA	NA	5298	NA	831	NA	NA	NA	NA	NA	16698	NA	3276	NA	NA	NA	NA	NA	12766	NA	4000	NA	NA	NA	NA	NA	72.62682	NA	13.25663	NA	NA	NA	NA	NA	96.59477	NA	17.36814	NA	NA	NA	NA	TSU064	8.78	0.71	7.93	0.17	7.29	13	1.48	11.01	1.25	9.66	NA	16.02	2.07	13.44	0.04	11.92	NA	15.65	1.9	13.37	0.11	12.23	15.65	174	86	13.3	18.9	88	0.00202	260	0.6	20	0.29	59	0.24	0.22
TSU065	BR_donor	Donor_Batch1	8	BR_donor	NA	NA	NA	NA	0.8353344	NA	0.8298673	NA	NA	NA	NA	NA	0.2610145	NA	0.3618878	NA	NA	NA	NA	NA	1.863166	NA	0.6691122	NA	NA	NA	NA	NA	2.328163	NA	0.5315551	NA	NA	NA	NA	NA	5508	NA	1840	NA	NA	NA	NA	NA	13629	NA	4430	NA	NA	NA	NA	NA	9142	NA	3493	NA	NA	NA	NA	NA	42.99254	NA	18.86548	NA	NA	NA	NA	NA	64.33829	NA	27.02945	NA	NA	NA	NA	TSU065	9.29	0.69	8.38	0.03	7.73	13.31	1.41	11.57	0.03	10.64	NA	16.04	2.88	12.96	0.12	11.61	NA	16.17	1.57	14.49	0.07	12.8	16.17	179	88	13.5	19	91	0.00195	297	0.85	26	1.06	54	0.16	0.2
TSU066	BR_donor	Donor_Batch1	3	BR_donor	NA	NA	NA	NA	0.7705624	NA	0.7632594	NA	NA	NA	NA	NA	0.2168921	NA	0.267535	NA	NA	NA	NA	NA	0.4525437	NA	NA	NA	NA	NA	NA	NA	0.4457706	NA	0.359194	NA	NA	NA	NA	NA	4162	NA	1287.8	NA	NA	NA	NA	NA	4190	NA	1119.867	NA	NA	NA	NA	NA	1998	NA	977.3333	NA	NA	NA	NA	NA	32.11087	NA	10.07505	NA	NA	NA	NA	NA	41.10169	NA	12.59538	NA	NA	NA	NA	TSU066	5.47	0.41	4.99	0.06	4.89	8.18	0.66	7.45	0.09	6.91	NA	12.26	1.36	10.75	0.11	9.64	NA	13.3	1.61	11.44	0	10.18	11.2	160	77.5	13.2	18.2	82.5	0.00165	220	0.37	13	0.15	58	0.16	0.17
TSU067	BR_donor	Donor_Batch1	4	BR_donor	NA	NA	NA	NA	0.7971053	NA	0.7738785	NA	NA	NA	NA	NA	0.2501166	NA	0.2697793	NA	NA	NA	NA	NA	0.879432	NA	0.5801779	NA	NA	NA	NA	NA	1.504106	NA	0.2871094	NA	NA	NA	NA	NA	2303	NA	772	NA	NA	NA	NA	NA	4294	NA	1236	NA	NA	NA	NA	NA	6507.667	NA	1487.6	NA	NA	NA	NA	NA	42.07954	NA	11.65616	NA	NA	NA	NA	NA	50.05136	NA	14.11209	NA	NA	NA	NA	TSU067	7.77	0.38	7.2	0.07	6.79	10.94	0.71	10.1	0.04	9.35	NA	14.78	1.42	12.38	0.15	11.17	NA	16.73	2.1	14	0	12.28	14.7	171.5	85.5	13.8	18.7	86	0.00199	212	0.58	18	0.27	70	0.27	0.21
TSU068	BR_donor	Donor_Batch1	5	BR_donor	NA	NA	NA	NA	0.7890576	NA	0.7524257	NA	NA	NA	NA	NA	0.2559747	NA	0.3333069	NA	NA	NA	NA	NA	2.052732	NA	0.5319151	NA	NA	NA	NA	NA	1.828575	NA	0.5506936	NA	NA	NA	NA	NA	5668	NA	2077.067	NA	NA	NA	NA	NA	31207	NA	4407.067	NA	NA	NA	NA	NA	5379	NA	1856.8	NA	NA	NA	NA	NA	47.12832	NA	17.05995	NA	NA	NA	NA	NA	70.65698	NA	23.65635	NA	NA	NA	NA	TSU068	7.41	0.48	6.98	0.07	6.47	10.76	0.86	9.75	0.13	8.8	NA	14.29	1.72	12.31	0	11.07	NA	15.88	2.6	13.02	0.36	11.55	13.65	170	86	13.2	18.6	84	0.00193	230	0.45	18	0.24	56	0.23	0.14
TSU069	BR_donor	Donor_Batch1	6	BR_donor	NA	NA	NA	NA	0.7862669	NA	0.7145818	NA	NA	NA	NA	NA	0.2732181	NA	0.2857134	NA	NA	NA	NA	NA	2.638953	NA	0.6411895	NA	NA	NA	NA	NA	1.846301	NA	0.7124929	NA	NA	NA	NA	NA	4174	NA	820	NA	NA	NA	NA	NA	7503	NA	1820	NA	NA	NA	NA	NA	7406	NA	1786.933	NA	NA	NA	NA	NA	35.1849	NA	8.036732	NA	NA	NA	NA	NA	51.01635	NA	11.93927	NA	NA	NA	NA	TSU069	7.62	0.51	6.97	0.05	6.44	11.9	0.7	10.89	0.15	10.18	NA	13.83	1.34	12.23	0.01	10.69	NA	15.24	1.46	13.48	0.12	12.07	14.07	173.5	81	13.8	18.8	92.5	0.00164	237	0.72	19	0.28	59	0.2	0.12
TSU070	BR_donor	Donor_Batch2	5	BR_donor	NA	NA	NA	0.8610301	0.8354464	NA	0.7675349	NA	NA	NA	NA	0.2236652	0.24823745	NA	0.41444535	NA	NA	NA	NA	2.145546	1.083396	NA	0.3113374	NA	NA	NA	NA	0.6641086	0.3803028	NA	0.1828896	NA	NA	NA	NA	24289	16004	NA	7006.467	NA	NA	NA	NA	30384	19460	NA	6707.4	NA	NA	NA	NA	43905	32096.8	NA	15374	NA	NA	NA	NA	145.2904	103.8421	NA	46.55091	NA	NA	NA	NA	200.7159	137.6056	NA	60.1283	NA	NA	NA	NA	TSU070	7.64	0.45	7.04	0.01	6.44	10.94	0.79	9.99	0.19	9.21	NA	14.28	1.65	12.43	0.09	10.87	NA	15.29	2.01	13	0.08	11.53	12.37	168	85	13	18.1	83	0.0018	218	0.51	16	0.21	56	0.26	0.13
TSU071	BR_donor	Donor_Batch2	6	BR_donor	NA	NA	NA	0.84953905	0.8390818	NA	0.74407275	NA	NA	NA	NA	0.2421247	0.2879787	NA	0.41672795	NA	NA	NA	NA	2.79203	2.028324	NA	0.3362091	NA	NA	NA	NA	1.626832	1.202969	NA	0.359013	NA	NA	NA	NA	22704	14202	NA	4376	NA	NA	NA	NA	19874	12086	NA	3223	NA	NA	NA	NA	19383	13157	NA	5097.667	NA	NA	NA	NA	137.3508	97.60236	NA	31.43145	NA	NA	NA	NA	189.2144	128.1268	NA	39.18499	NA	NA	NA	NA	TSU071	8.1	0.48	7.4	0	6.84	11.81	0.89	10.66	0	9.68	NA	15.69	1.77	13.51	0.35	12.05	NA	17.04	2.73	13.89	0	11.96	13.87	174	85	13.5	18.7	89	0.00175	229	0.58	16	0.24	62	0.27	0.22
TSU072	BR_donor	Donor_Batch2	7	BR_donor	NA	NA	NA	0.8490366	0.8275716	NA	0.7699166	NA	NA	NA	NA	0.25858295	0.2941023	NA	0.4251338	NA	NA	NA	NA	4.056342	2.0369	NA	0.4736546	NA	NA	NA	NA	0.5462582	0.3610191	NA	0.2155662	NA	NA	NA	NA	16640	11956	NA	4077.533	NA	NA	NA	NA	59248	42396	NA	5664	NA	NA	NA	NA	14820	9891	NA	5266	NA	NA	NA	NA	171.2936	135.7384	NA	33.61864	NA	NA	NA	NA	227.1463	170.4137	NA	41.86823	NA	NA	NA	NA	TSU072	7.36	0.47	6.62	0.04	5.96	9.94	0.84	8.84	0.04	8.14	NA	15.03	1.48	13.85	0.06	12.44	NA	17.16	2.12	14.4	0.2	12.98	13.85	178	84.5	14	18.2	93.5	0.00158	240	0.58	18.5	0.39	56	0.29	0.17
TSU073	BR_donor	Donor_Batch2	8	BR_donor	NA	NA	NA	0.860051	0.8381662	NA	0.77364775	NA	NA	NA	NA	0.2487641	0.2886912	NA	0.4307985	NA	NA	NA	NA	1.443004	0.6347281	NA	0.1957073	NA	NA	NA	NA	1.51729	0.8704849	NA	0.3406092	NA	NA	NA	NA	15472	11964	NA	4676.333	NA	NA	NA	NA	41722	27658	NA	11131.2	NA	NA	NA	NA	15632	9369	NA	3660	NA	NA	NA	NA	327.1918	247.8041	NA	142.4247	NA	NA	NA	NA	384.4215	285.1186	NA	154.5874	NA	NA	NA	NA	TSU073	7.67	0.36	7.08	0.02	6.57	10.5	0.57	9.76	0.12	8.71	NA	15.73	1.22	13.01	0.1	11.79	NA	16.45	1.78	14.14	0.24	12.73	13	167	82	13.8	18.3	85	0.0018	235	0.5	19	0.27	65	0.29	0.14
TSU086	NY_donor	Donor_Batch4	NA	NY_donor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TSU086	9.89	1.37	8.51	0.01	7.71	13.47	1.61	11.5	0.11	10.32	NA	16.84	2.84	13.78	0.17	12.26	NA	18.88	3.08	15.12	0.06	13.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSU087	NY_donor	Donor_Batch4	NA	NY_donor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TSU087	10.06	1.42	8.54	0.09	7.73	13.95	1.97	11.81	0.01	10.81	NA	18.3	2.84	15.22	0.36	13.58	NA	19.96	3.32	16.11	0.6	14.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSU126	NY_donor	Donor_Batch6	1	NY_donor	NA	NA	NA	0.6798896	0.6487991	NA	0.7206737	NA	NA	NA	NA	0.301302	0.3509416	NA	0.5113182	NA	NA	NA	NA	2.000592	1.331797	NA	0.5808634	NA	NA	NA	NA	1.432863	1.073277	NA	0.5908751	NA	NA	NA	NA	36772	23403	NA	8647.267	NA	NA	NA	NA	46678	28637	NA	11228.53	NA	NA	NA	NA	43766	24958	NA	7981.933	NA	NA	NA	NA	392.9757	267.3245	NA	94.05793	NA	NA	NA	NA	473.8776	315.463	NA	111.7736	NA	NA	NA	NA	TSU126	16.85	NA	NA	NA	NA	14.24	1.45	12.58	0.05	11.39	NA	17.18	2.86	13.81	0.27	12.44	NA	17.28	2.63	14.06	0	12.53	13.81	166	77	13	19.8	89	0.00174	275	0.52	20	0.2	67	0.22	0.32
TSU127	NY_donor	Donor_Batch6	2	NY_donor	NA	NA	NA	0.6910273	0.6877206	NA	0.7609625	NA	NA	NA	NA	0.341189	0.3995102	NA	0.534833	NA	NA	NA	NA	2.633062	1.900803	NA	1.129525	NA	NA	NA	NA	2.191185	1.32638	NA	0.8950313	NA	NA	NA	NA	38492	23680	NA	9262	NA	NA	NA	NA	43831	27758	NA	11195.47	NA	NA	NA	NA	36122	21706	NA	6618.467	NA	NA	NA	NA	416.1978	264.8561	NA	90.378	NA	NA	NA	NA	495.5858	313.331	NA	110.5662	NA	NA	NA	NA	TSU127	15.77	NA	NA	NA	NA	14.95	1.59	13.07	0.19	11.94	NA	18.37	3.83	14.04	0	12.51	NA	19.54	4.22	14.61	0.3	13.3	15.98	169	75	13	19.8	94	0.00181	285	0.64	20	0.22	75	0.37	0.51
TSU167	NY_donor	Donor_Batch7	1	NY_donor	NA	NA	NA	0.3092311	0.67581335	NA	0.6742812	NA	NA	NA	NA	NA	0.39463155	NA	0.4610204	NA	NA	NA	NA	3.129277	2.056604	NA	0.3898606	NA	NA	NA	NA	3.742175	2.327074	NA	0.4927349	NA	NA	NA	NA	37145	29771	NA	10466.2	NA	NA	NA	NA	44273	34360	NA	10143.33	NA	NA	NA	NA	35935	27104	NA	7206.533	NA	NA	NA	NA	513.2842	421.1389	NA	142.1576	NA	NA	NA	NA	589.5062	478.0043	NA	159.8415	NA	NA	NA	NA	TSU167	NA	NA	NA	NA	NA	10.13	0.93	9.03	0.16	8.22	NA	13.77	2.03	11.4	0.01	10.21	NA	14.96	2.31	12.27	0	10.9	11.46	158	76	13	18.5	82	0.0017	263	0.38	NA	NA	65	NA	0.5
TSU168	NY_donor	Donor_Batch7	2	NY_donor	NA	NA	NA	0.33509725	0.69401185	NA	0.6740626	NA	NA	NA	NA	NA	0.3888408	NA	0.50464405	NA	NA	NA	NA	5.174028	2.487829	NA	0.8055424	NA	NA	NA	NA	6.928427	3.928409	NA	1.364746	NA	NA	NA	NA	30955	19683	NA	6647.533	NA	NA	NA	NA	46621	26108	NA	8451	NA	NA	NA	NA	37324	20978	NA	6900	NA	NA	NA	NA	423.572	260.6144	NA	94.6226	NA	NA	NA	NA	494.4464	298.9791	NA	105.7578	NA	NA	NA	NA	TSU168	NA	NA	NA	NA	NA	9.57	0.87	8.52	0.16	7.79	NA	16.7	2.91	13.16	0.31	11.99	NA	16.75	2.79	13.51	0	11.69	15.8	167	78	12	19	89	0.00199	276	0.61	25	0.34	68	0.2	0.36
TSU169	NY_donor	Donor_Batch5	NA	NY_donor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TSU169	6.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.32	2.17	12.83	0	11.39	NA	15.73	2.69	12.28	0.08	11.22	14.79	165	80.5	12.5	19.2	84.5	0.00207	304	0.65	24	0.26	70	0.21	0.32
TSU170	NY_donor	Donor_Batch5	NA	NY_donor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TSU170	7.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.06	2.15	14.24	0.2	12.97	NA	16.73	2.3	13.74	0.23	12.25	16.48	171	82	12	19.1	89	0.00208	308	0.72	24	0.35	64	NA	0.32
TSU177	NY_donor	Donor_Batch3	3	NY_donor	NA	NA	NA	0.8926176	0.8758771	NA	0.86506145	NA	NA	NA	NA	0.3741937	0.4030439	NA	0.4585698	NA	NA	NA	NA	7.518309	3.983217	NA	1.384527	NA	NA	NA	NA	8.355419	4.396837	NA	1.115168	NA	NA	NA	NA	35162	21852	NA	7236.733	NA	NA	NA	NA	42523	23738	NA	6819	NA	NA	NA	NA	37383	19722	NA	4723	NA	NA	NA	NA	455.2082	282.51	NA	98.89675	NA	NA	NA	NA	519.2067	319.4586	NA	109.3313	NA	NA	NA	NA	TSU177	7.75	NA	NA	NA	NA	12.43	1.08	11.37	0.16	10.33	NA	17.7	2.29	14.94	0.26	13.36	NA	20	2.94	16.39	0.22	14.84	20.26	176	81	13.2	19.8	95	0.00224	311	1.06	32	0.54	66	0.42	0.5
TSU178	NY_donor	Donor_Batch3	7	NY_donor	NA	NA	NA	0.89532645	0.86345715	NA	0.86761615	NA	NA	NA	NA	0.37560055	0.4012358	NA	0.4654666	NA	NA	NA	NA	5.771399	2.556518	NA	1.214713	NA	NA	NA	NA	4.620747	2.716543	NA	1.165875	NA	NA	NA	NA	38740	21848	NA	7994.8	NA	NA	NA	NA	49437	27378	NA	9868.467	NA	NA	NA	NA	48700	25603.67	NA	7735	NA	NA	NA	NA	609.5773	360.0698	NA	146.4562	NA	NA	NA	NA	681.2578	398.3843	NA	159.9086	NA	NA	NA	NA	TSU178	7.99	NA	NA	NA	NA	13.11	1.08	11.82	0	11.03	NA	18.92	2.92	15.5	0.25	14.06	NA	18.38	2.52	15.11	0.26	13.68	18.43	170	79	12.5	19.5	91	0.00223	304	0.85	24	0.44	66	0.27	0.4
TSU183	NY_donor	Donor_Batch3	1	NY_donor	NA	NA	NA	0.9155197	0.8839938	NA	0.86657025	NA	NA	NA	NA	0.33868795	0.36708865	NA	0.44491135	NA	NA	NA	NA	7.915949	3.886793	NA	1.044888	NA	NA	NA	NA	7.611812	4.121084	NA	1.582949	NA	NA	NA	NA	34238	20550	NA	9512	NA	NA	NA	NA	42659	26023	NA	10738	NA	NA	NA	NA	39333	21728.27	NA	6637.333	NA	NA	NA	NA	445.1627	280.4943	NA	120.9984	NA	NA	NA	NA	514.2794	321.3077	NA	138.3961	NA	NA	NA	NA	TSU183	7.27	NA	NA	NA	NA	11.51	1.27	10.19	0	9.38	NA	18.39	3.63	14.44	0.08	12.99	NA	18.95	3.32	15.04	0.39	13.73	19.39	177	82.5	13	19.5	94.5	0.00217	320	1.05	28	0.62	62	NA	0.56
TSU184	NY_donor	Donor_Batch3	6	NY_donor	NA	NA	NA	0.8324875	0.8102333	NA	0.80837965	NA	NA	NA	NA	0.40256815	0.4222918	NA	0.48652435	NA	NA	NA	NA	4.412961	2.434073	NA	0.9851753	NA	NA	NA	NA	8.573329	4.454344	NA	1.561791	NA	NA	NA	NA	39206	21955	NA	8097	NA	NA	NA	NA	46598	25108	NA	9431.267	NA	NA	NA	NA	51235	27166	NA	7369.733	NA	NA	NA	NA	532.5529	297.8919	NA	119.6929	NA	NA	NA	NA	610.0964	338.8794	NA	134.3956	NA	NA	NA	NA	TSU184	7.45	NA	NA	NA	NA	11.89	1.33	10.39	0	9.54	NA	18.9	3.96	14.69	0	13.23	NA	20.95	4.97	15.41	0	13.67	20.12	178	82	13	19.6	96	0.00218	310	0.92	25	0.42	64	0.29	0.67
TSU189	BR_donor	Donor_Batch3	5	BR_donor	NA	NA	NA	0.8103757	0.77516575	NA	0.7252253	NA	NA	NA	NA	0.297431	0.3025318	NA	0.3017012	NA	NA	NA	NA	NA	0.3549968	NA	NA	NA	NA	NA	NA	4.552016	1.996394	NA	0.1479797	NA	NA	NA	NA	22594	10298.73	NA	1936	NA	NA	NA	NA	24520	11585.8	NA	2104	NA	NA	NA	NA	17274	8852.333	NA	1432	NA	NA	NA	NA	220.6462	104.6332	NA	24.48577	NA	NA	NA	NA	266.7775	126.1488	NA	27.77392	NA	NA	NA	NA	TSU189	5.2	NA	NA	NA	NA	8.26	0.51	8.6	0.15	7.94	NA	14.2	1.67	12.74	0.08	11.26	NA	14.85	2.17	12.75	0.08	11.14	14.3	172.5	88.5	14.2	17.6	84	0.00203	308	0.58	18	0.48	71	0.25	0.23
TSU190	BR_donor	Donor_Batch3	2	BR_donor	NA	NA	NA	0.78429095	0.7555927	NA	0.748583	NA	NA	NA	NA	0.2547433	0.26795785	NA	0.40561185	NA	NA	NA	NA	3.598662	1.815732	NA	0.3912523	NA	NA	NA	NA	3.767708	1.5051	NA	0.6546898	NA	NA	NA	NA	16865	10655	NA	5068	NA	NA	NA	NA	29850	16733	NA	7344	NA	NA	NA	NA	27046	15593	NA	8728	NA	NA	NA	NA	186.4625	107.8873	NA	53.93425	NA	NA	NA	NA	241.5984	138.216	NA	67.08187	NA	NA	NA	NA	TSU190	5.43	NA	NA	NA	NA	8.26	0.41	7.96	0.05	7.36	NA	13.45	1.41	12.15	0.06	10.84	NA	14.68	1.97	12.47	0.01	11.03	13.4	169.5	86.5	14	18.6	83	0.00195	246	0.58	21	0.3	52	0.21	0.19
